#random sampling: 12500
Tax	ERR315856	ERR315858	ERR315857
Shewanella marisflavi	0	0	1
Shewanella maritima	1	5	0
Shewanella oneidensis	1	0	0
Shewanella piezotolerans	2	0	0
Shewanella polaris	0	1	0
Shewanella psychrophila	1	0	0
Shewanella sediminis	0	0	1
Shewanella sp. FDAARGOS_354	7	1	3
Shewanella sp. M2	1	1	2
Shewanella sp. MEBiC00475	1	0	0
Shewanella sp. Pdp11	1	0	0
Shewanella sp. SNU WT4	1	1	0
Shewanella violacea	2	0	2
Shewanella woodyi	1	0	0
Siansivirga zeaxanthinifaciens	0	0	3
Sideroxydans lithotrophicus	1	0	0
Silvanigrella aquatica	0	1	0
Silvanigrellales bacterium RF1110005	2	0	0
Singulisphaera acidiphila	1	0	0
Sinorhizobium fredii	0	2	0
Sinorhizobium sp. RAC02	1	1	0
Sneathia amnii	0	1	0
Solitalea canadensis	0	0	1
Spartinivicinus ruber	1	1	2
Sphaerochaeta coccoides	0	0	1
Sphaerospermopsis kisseleviana	1	0	0
Sphingobacteriaceae bacterium GW460-11-11-14-LB5	3	0	1
Sphingobacterium hotanense	0	2	0
Sphingobacterium psychroaquaticum	0	0	1
Sphingobacterium sp. B29	1	0	0
Sphingobacterium sp. ML3W	0	1	0
Sphingobacterium sp. dk4302	0	0	1
Sphingobacterium thalpophilum	0	1	0
Sphingobium amiense	1	0	0
Sphingobium hydrophobicum	0	1	0
Sphingobium sp. EP60837	0	0	1
Sphingobium sp. YG1	1	3	0
Sphingomonas koreensis	0	1	0
Sphingomonas rhizophila	1	0	0
Sphingomonas sediminicola	1	0	0
Sphingomonas sp. CL5.1	1	0	0
Sphingomonas sp. CSW-10	0	2	0
Sphingomonas sp. IC081	0	0	1
Sphingomonas sp. YZ-8	1	1	0
Sphingomonas sp. sand1-3	1	1	0
Sphingopyxis granuli	0	1	0
Sphingopyxis sp. EG6	0	1	0
Sphingopyxis sp. LPB0140	2	3	2
Sphingorhabdus lacus	0	1	0
Sphingorhabdus sp. JK6	1	1	0
Sphingorhabdus sp. M41	1	0	0
Sphingorhabdus sp. YGSMI21	0	0	1
Spiribacter sp. 2438	0	3	1
Spiroplasma apis	2	0	0
Spiroplasma cantharicola	0	1	0
Spiroplasma chinense	0	3	4
Spiroplasma chrysopicola	0	1	1
Spiroplasma corruscae	1	2	1
Spiroplasma culicicola	0	1	2
Spiroplasma diminutum	0	1	2
Spiroplasma gladiatoris	0	1	0
Spiroplasma monobiae	0	1	0
Spiroplasma poulsonii	0	0	2
Spiroplasma sp. TIUS-1	0	1	0
Spiroplasma taiwanense	1	0	0
Spiroplasma turonicum	1	0	2
Spirosoma sp. BT328	0	0	1
Spirosoma sp. I-24	0	1	0
Spirosoma sp. KUDC1026	0	1	0
Spongiibacter sp. IMCC21906	0	0	1
Sporosarcina sp. PTS2304	1	0	0
Sporosarcina ureae	0	0	1
Stanieria cyanosphaera	0	0	1
Stanieria sp. NIES-3757	0	1	0
Staphylococcus agnetis	1	1	0
Staphylococcus arlettae	0	1	0
Staphylococcus aureus	1	0	0
Staphylococcus capitis	0	1	2
Staphylococcus caprae	0	2	0
Staphylococcus cohnii	1	1	1
Staphylococcus condimenti	0	1	0
Staphylococcus epidermidis	1	5	0
Staphylococcus felis	0	0	1
Staphylococcus haemolyticus	1	2	3
Staphylococcus hominis	1	0	0
Staphylococcus kloosii	0	0	1
Staphylococcus lentus	1	1	0
Staphylococcus lugdunensis	2	0	0
Staphylococcus nepalensis	0	0	1
Staphylococcus pettenkoferi	1	0	0
Staphylococcus pseudintermedius	0	0	1
Staphylococcus saprophyticus	1	0	0
Staphylococcus succinus	1	0	0
Staphylococcus warneri	1	0	0
Staphylococcus xylosus	1	0	0
Stappia indica	1	1	0
Starkeya novella	0	1	0
Stella humosa	0	1	1
Steroidobacter denitrificans	0	1	0
Streptococcus australis	1	0	0
Streptococcus gordonii	3	1	2
Streptococcus lutetiensis	0	0	1
Streptococcus mutans	0	0	1
Streptococcus oralis	2	0	0
Streptococcus pneumoniae	0	0	1
Streptococcus pseudoporcinus	1	0	0
Streptococcus sanguinis	1	0	0
Streptococcus sobrinus	0	1	0
Streptococcus sp. FDAARGOS_192	0	1	0
Streptococcus sp. I-P16	1	0	0
Streptococcus sp. oral taxon 064	1	0	0
Streptococcus sp. oral taxon 431	1	0	0
Streptococcus suis	0	0	1
Streptococcus thermophilus	0	1	0
Streptomyces albulus	1	0	0
Streptomyces olivoreticuli	0	1	0
Streptomyces sp. QMT-12	1	0	0
Streptomyces sp. TN58	1	0	0
Succinivibrio dextrinosolvens	0	1	1
Sulfitobacter pontiacus	2	0	1
Sulfitobacter pseudonitzschiae	1	0	0
Sulfitobacter sp. BSw21498	1	0	0
Sulfitobacter sp. JL08	0	1	0
Sulfitobacter sp. SK011	0	2	0
Sulfitobacter sp. SK012	0	0	2
Sulfitobacter sp. SK025	4	0	5
Sulfitobacter sp. THAF37	0	0	1
Sulfolobus islandicus	0	1	0
Sulfuricaulis limicola	0	1	0
Sulfuricella denitrificans	0	0	2
Sulfurihydrogenibium azorense	1	0	1
Sulfurihydrogenibium sp. YO3AOP1	0	1	2
Sulfurimonas autotrophica	4	2	1
Sulfurimonas gotlandica	0	0	1
Sulfurimonas sp. GYSZ_1	0	1	0
Sulfuritalea hydrogenivorans	0	0	1
Sulfurospirillum cavolei	1	0	1
Sulfurospirillum sp. UCH001	0	1	0
Sulfurovum sp. NBC37-1	0	1	0
Swingsia samuiensis	3	1	3
Synechococcus sp. A15-24	6	21	7
Synechococcus sp. A15-28	3	17	11
Synechococcus sp. A15-44	2	0	3
Synechococcus sp. A15-62	5	1	1
Synechococcus sp. A18-40	1	2	0
Synechococcus sp. A18-46.1	1	1	1
Synechococcus sp. BIOS-E4-1	1	0	0
Synechococcus sp. BIOS-U3-1	1	0	0
Synechococcus sp. BMK-MC-1	0	0	1
Synechococcus sp. BOUM118	0	6	1
Synechococcus sp. CB0101	1	1	0
Synechococcus sp. CC9311	3	0	1
Synechococcus sp. CC9605	9	0	3
Synechococcus sp. CC9902	96	4	2
Synechococcus sp. HK01-R	1	2	0
Synechococcus sp. KORDI-100	1	2	1
Synechococcus sp. KORDI-49	2	4	3
Synechococcus sp. KORDI-52	9	0	4
Synechococcus sp. LTW-R	0	1	0
Synechococcus sp. M16.1	1	0	2
Synechococcus sp. MEDNS5	0	3	0
Synechococcus sp. MIT S9220	1	0	0
Synechococcus sp. MVIR-18-1	1	0	0
Synechococcus sp. Minos11	13	8	11
Synechococcus sp. NOUM97013	0	1	0
Synechococcus sp. PCC 7336	0	1	0
Synechococcus sp. PROS-7-1	0	1	0
Synechococcus sp. PROS-9-1	3	3	0
Synechococcus sp. PROS-U-1	30	2	3
Synechococcus sp. RCC307	14	9	7
Synechococcus sp. ROS8604	3	0	0
Synechococcus sp. RS9902	3	0	2
Synechococcus sp. RS9907	4	0	1
Synechococcus sp. RS9915	2	0	0
Synechococcus sp. RSCCF101	0	0	1
Synechococcus sp. SynAce01	0	0	1
Synechococcus sp. TAK9802	1	0	3
Synechococcus sp. WH 7803	0	1	0
Synechococcus sp. WH 8101	1	0	0
Synechococcus sp. WH 8103	0	1	0
Synechococcus sp. WH 8109	5	1	5
Syntrophus aciditrophicus	0	1	1
Tateyamaria omphalii	1	1	0
Tatlockia micdadei	1	1	1
Tatumella citrea	0	0	2
Taylorella asinigenitalis	0	0	2
Taylorella equigenitalis	0	1	0
Tenacibaculum dicentrarchi	0	0	1
Tenacibaculum jejuense	0	1	1
Tenacibaculum maritimum	2	2	0
Tenacibaculum mesophilum	0	1	3
Tenacibaculum sp. SZ-18	0	1	1
Tenacibaculum todarodis	1	0	1
Tenericutes bacterium MO-XQ	1	1	0
Tenericutes bacterium MZ-XQ	1	0	1
Tenuifilum thalassicum	1	0	1
Tepidanaerobacter acetatoxydans	0	1	0
Tessaracoccus flavescens	2	0	0
Tetragenococcus halophilus	0	0	2
Tetragenococcus osmophilus	0	1	0
Thalassobius gelatinovorus	0	2	2
Thalassococcus sp. S3	1	0	0
Thalassolituus oleivorans	0	2	0
Thalassospira indica	0	1	2
Thalassotalea crassostreae	2	1	0
Thalassotalea sp. HSM 43	0	1	0
Thauera aromatica	1	0	0
Thermanaeromonas toyohensis	0	0	1
Thermoanaerobacterium aotearoense	1	0	0
Thermoanaerobacterium sp. RBIITD	0	1	3
Thermoanaerobacterium thermosaccharolyticum	0	1	0
Thermoanaerosceptrum fracticalcis	3	5	3
Thermocrinis minervae	1	0	0
Thermodesulfobacterium commune	1	1	1
Thermodesulfobacterium geofontis	0	2	1
Thermodesulfobium acidiphilum	0	4	1
Thermodesulfovibrio yellowstonii	0	3	1
Thermomonas carbonis	0	1	0
Thermosediminibacter oceani	0	0	1
Thermosipho africanus	4	0	2
Thermosulfurimonas marina	0	0	1
Thermotoga profunda	0	1	1
Thermotoga sp. 2812B	0	1	0
Thioalkalivibrio nitratireducens	1	0	0
Thioalkalivibrio paradoxus	1	0	0
Thiolapillus brandeum	1	0	1
Thiomicrorhabdus indica	0	1	0
Thiomicrorhabdus sp. AkT22	0	1	0
Thiomicrorhabdus sp. G1	3	0	0
Thiomicrorhabdus sp. aks77	0	1	0
Thiomicrospira aerophila	1	0	0
Thiomicrospira cyclica	1	0	2
Thioploca ingrica	1	4	0
Tistrella mobilis	1	0	0
Tolypothrix sp. PCC 7910	1	0	0
Treponema caldarium	1	0	0
Treponema denticola	0	1	3
Trichodesmium erythraeum	0	1	0
Tumebacillus avium	0	0	1
Undibacterium sp. YM2	1	0	0
Ureaplasma parvum	1	0	0
Ureaplasma urealyticum	1	0	1
Urechidicola croceus	1	0	1
Vagococcus carniphilus	0	0	1
Vagococcus sp. CF-49	0	0	2
Vagococcus sp. MN-17	0	0	1
Vagococcus teuberi	0	1	0
Veillonella sp. T1-7	0	1	0
Verrucomicrobia bacterium S94	0	1	0
Vespertiliibacter pulmonis	1	0	1
Vibrio alfacsensis	0	1	0
Vibrio anguillarum	5	1	1
Vibrio atlanticus	2	2	0
Vibrio campbellii	0	1	0
Vibrio casei	1	1	1
Vibrio chagasii	1	1	0
Vibrio cholerae	3	0	1
Vibrio cidicii	1	0	0
Vibrio cincinnatiensis	1	0	1
Vibrio coralliilyticus	0	0	2
Vibrio diabolicus	1	0	1
Vibrio europaeus	1	0	0
Vibrio fluvialis	0	0	1
Vibrio jasicida	0	1	0
Vibrio mediterranei	3	0	0
Vibrio metschnikovii	0	0	1
Vibrio mimicus	1	0	1
Vibrio natriegens	1	0	0
Vibrio nigripulchritudo	0	4	1
Vibrio owensii	1	2	0
Vibrio panuliri	0	1	0
Vibrio parahaemolyticus	2	1	0
Vibrio rumoiensis	1	0	0
Vibrio scophthalmi	1	0	0
Vibrio sp. SM1977	0	1	1
Vibrio sp. THAF100	1	1	4
Vibrio sp. THAF190c	0	0	1
Vibrio sp. ZWAL4003	0	0	2
Vibrio spartinae	0	2	0
Vibrio splendidus	1	0	0
Vibrio tapetis	0	2	0
Vibrio tubiashii	0	0	1
Vibrio vulnificus	1	2	0
Virgibacillus halodenitrificans	0	0	1
Virgibacillus necropolis	0	0	1
Virgibacillus sp. 6R	0	2	0
Virgibacillus sp. MSP4-1	0	1	0
Virgibacillus sp. SK37	0	0	1
Weissella diestrammenae	0	0	1
Wenyingzhuangia fucanilytica	1	2	3
Wigglesworthia glossinidia	0	0	4
Winogradskyella sediminis	0	3	0
Winogradskyella sp. J14-2	4	1	3
Winogradskyella sp. PC-19	0	0	2
Winogradskyella sp. PG-2	3	4	1
Winogradskyella sp. Z215	0	1	1
Winogradskyella sp. Z354	0	2	0
Wolbachia endosymbiont of Cruorifilaria tuberocauda	2	0	0
Wolbachia endosymbiont of Ctenocephalides felis wCfeT	0	0	1
Wolbachia endosymbiont of Dipetalonema caudispina	0	2	0
Wolbachia endosymbiont of Folsomia candida	0	1	2
Wolbachia endosymbiont of Litomosoides sigmodontis	0	3	2
Wolbachia endosymbiont of Trichogramma pretiosum	0	1	0
Wolbachia pipientis	0	3	0
Xanthomonas theicola	1	0	0
Xenorhabdus bovienii	1	1	1
Xenorhabdus hominickii	0	1	1
Xenorhabdus poinarii	0	1	2
Xylella fastidiosa	0	2	0
Yersinia aldovae	1	0	0
Yersinia enterocolitica	0	1	1
Yersinia intermedia	0	2	0
Yersinia mollaretii	0	0	2
Yersinia rohdei	1	0	0
Yoonia vestfoldensis	1	0	1
Zhongshania aliphaticivorans	1	0	2
Zobellia galactanivorans	1	2	2
Zunongwangia profunda	0	0	1
Zymobacter palmae	0	0	1
Zymomonas mobilis	0	2	2
[Clostridium] innocuum	0	1	0
[Clostridium] ultunense	1	0	0
[Haemophilus] ducreyi	2	6	0
[Mycobacterium] stephanolepidis	1	0	0
[Ruminococcus] gnavus	0	1	0
alpha proteobacterium HIMB5	70	116	115
alpha proteobacterium HIMB59	24	92	111
cyanobacterium endosymbiont of Epithemia turgida	0	1	0
cyanobacterium endosymbiont of Rhopalodia gibberula	1	0	0
endosymbiont of Acanthamoeba sp. UWC8	1	2	1
endosymbiont of Euscepes postfasciatus	0	1	0
endosymbiont of Pachyrhynchus infernalis	2	0	0
endosymbiont of Plagiopylea sp.	0	1	1
endosymbiont of Sipalinus gigas	0	0	1
gamma proteobacterium HdN1	1	0	0
gamma proteobacterium SS-5	0	1	0
secondary endosymbiont of Heteropsylla cubana	1	0	0
